# time   X(t)     Y(t)      Z(t) 
 52.47  14.701   17.886    32.159
 52.48  15.020   17.096    33.931
 52.49  15.227   16.034    35.594
 52.50  15.308   14.718    37.086
 52.51  15.249   13.180    38.350
 52.52  15.042   11.469    39.337
 52.53  14.685    9.649    40.014
 52.54  14.181    7.789    40.364
 52.55  13.542    5.957    40.392
 52.56  12.784    4.220    40.121
 52.57  11.927    2.628    39.591
 52.58  10.997    1.219    38.849
 52.59  10.020    0.014    37.947
 52.60   9.019   -0.983    36.936
 52.61   8.019   -1.779    35.863
 52.62   7.039   -2.392    34.764
 52.63   6.096   -2.844    33.668
 52.64   5.202   -3.161    32.597
 52.65   4.366   -3.368    31.563
 52.66   3.592   -3.490    30.575
 52.67   2.884   -3.548    29.634
 52.68   2.241   -3.560    28.741
 52.69   1.661   -3.541    27.895
 52.70   1.141   -3.503    27.093
 52.71   0.676   -3.458    26.330
 52.72   0.263   -3.412    25.605
 52.73  -0.105   -3.372    24.913
 52.74  -0.431   -3.341    24.252
 52.75  -0.722   -3.324    23.620
 52.76  -0.983   -3.322    23.014
 52.77  -1.217   -3.338    22.433
 52.78  -1.429   -3.373    21.875
 52.79  -1.623   -3.426    21.340
 52.80  -1.803   -3.500    20.827
 52.81  -1.973   -3.594    20.334
 52.82  -2.135   -3.710    19.863
 52.83  -2.293   -3.846    19.413
 52.84  -2.448   -4.005    18.983
 52.85  -2.604   -4.186    18.575
 52.86  -2.762   -4.389    18.189
 52.87  -2.925   -4.616    17.825
 52.88  -3.094   -4.868    17.484
 52.89  -3.271   -5.144    17.169
 52.90  -3.458   -5.447    16.879
 52.91  -3.657   -5.777    16.618
 52.92  -3.869   -6.136    16.386
 52.93  -4.096   -6.524    16.186
 52.94  -4.339   -6.942    16.022
 52.95  -4.599   -7.393    15.896
 52.96  -4.878   -7.876    15.812
 52.97  -5.178   -8.391    15.774
 52.98  -5.500   -8.941    15.788
 52.99  -5.844   -9.523    15.859
 53.00  -6.212  -10.137    15.992
 53.01  -6.604  -10.781    16.196
 53.02  -7.022  -11.453    16.476
 53.03  -7.465  -12.148    16.841
 53.04  -7.933  -12.859    17.298
 53.05  -8.426  -13.580    17.857
 53.06  -8.941  -14.299    18.525
 53.07  -9.477  -15.003    19.310
 53.08 -10.030  -15.676    20.217
 53.09 -10.594  -16.300    21.250
 53.10 -11.165  -16.852    22.410
 53.11 -11.734  -17.308    23.694
 53.12 -12.291  -17.640    25.093
 53.13 -12.826  -17.821    26.592
 53.14 -13.325  -17.823    28.169
 53.15 -13.775  -17.623    29.792
 53.16 -14.160  -17.200    31.426
 53.17 -14.464  -16.542    33.023
 53.18 -14.672  -15.651    34.535
 53.19 -14.770  -14.535    35.910
 53.20 -14.746  -13.222    37.100
 53.21 -14.594  -11.747    38.060
 53.22 -14.309  -10.162    38.759
 53.23 -13.894   -8.521    39.180
 53.24 -13.357   -6.882    39.319
 53.25 -12.710   -5.301    39.190
 53.26 -11.969   -3.826    38.818
 53.27 -11.154   -2.493    38.241
 53.28 -10.288   -1.326    37.500
 53.29  -9.392   -0.335    36.636
 53.30  -8.486    0.479    35.691
 53.31  -7.590    1.127    34.698
 53.32  -6.718    1.624    33.687
 53.33  -5.884    1.990    32.680
 53.34  -5.097    2.245    31.691
 53.35  -4.362    2.411    30.732
 53.36  -3.685    2.506    29.807
 53.37  -3.066    2.548    28.920
 53.38  -2.505    2.550    28.071
 53.39  -1.999    2.527    27.258
 53.40  -1.546    2.487    26.481
 53.41  -1.143    2.438    25.736
 53.42  -0.785    2.388    25.022
 53.43  -0.468    2.341    24.336
 53.44  -0.187    2.300    23.676
 53.45   0.062    2.269    23.040
 53.46   0.283    2.249    22.427
 53.47   0.479    2.243    21.836
 53.48   0.656    2.250    21.264
 53.49   0.815    2.272    20.712
 53.50   0.961    2.308    20.178
 53.51   1.095    2.360    19.662
 53.52   1.222    2.428    19.164
 53.53   1.343    2.512    18.682
 53.54   1.459    2.612    18.218
 53.55   1.575    2.728    17.770
 53.56   1.690    2.862    17.339
 53.57   1.807    3.014    16.925
 53.58   1.928    3.184    16.528
 53.59   2.053    3.373    16.149
 53.60   2.185    3.583    15.788
 53.61   2.325    3.814    15.445
 53.62   2.474    4.067    15.122
 53.63   2.633    4.345    14.819
 53.64   2.805    4.649    14.538
 53.65   2.989    4.980    14.281
 53.66   3.188    5.340    14.049
 53.67   3.403    5.732    13.845
 53.68   3.636    6.156    13.671
 53.69   3.888    6.616    13.530
 53.70   4.161    7.112    13.426
 53.71   4.456    7.647    13.364
 53.72   4.775    8.223    13.349
 53.73   5.120    8.840    13.385
 53.74   5.492    9.500    13.481
 53.75   5.893   10.203    13.643
 53.76   6.324   10.947    13.881
 53.77   6.786   11.730    14.203
 53.78   7.281   12.549    14.620
 53.79   7.807   13.398    15.144
 53.80   8.366   14.268    15.786
 53.81   8.957   15.147    16.559
 53.82   9.576   16.020    17.474
 53.83  10.220   16.868    18.542
 53.84  10.885   17.666    19.771
 53.85  11.563   18.385    21.167
 53.86  12.245   18.991    22.728
 53.87  12.920   19.447    24.448
 53.88  13.572   19.711    26.308
 53.89  14.186   19.744    28.282
 53.90  14.742   19.506    30.329
 53.91  15.218   18.968    32.395
 53.92  15.593   18.109    34.418
 53.93  15.845   16.927    36.324
 53.94  15.953   15.439    38.038
 53.95  15.902   13.683    39.486
 53.96  15.680   11.720    40.609
 53.97  15.284    9.626    41.364
 53.98  14.718    7.487    41.732
 53.99  13.995    5.391    41.721
 54.00  13.135    3.417    41.363
 54.01  12.163    1.627    40.709
 54.02  11.109    0.065    39.821
 54.03  10.005   -1.249    38.767
 54.04   8.880   -2.313    37.608
 54.05   7.760   -3.143    36.400
 54.06   6.670   -3.764    35.185
 54.07   5.627   -4.205    33.996
 54.08   4.643   -4.501    32.853
 54.09   3.729   -4.681    31.768
 54.10   2.888   -4.775    30.746
 54.11   2.122   -4.806    29.788
 54.12   1.429   -4.796    28.892
 54.13   0.806   -4.761    28.053
 54.14   0.250   -4.714    27.266
 54.15  -0.247   -4.665    26.527
 54.16  -0.688   -4.622    25.832
 54.17  -1.082   -4.590    25.175
 54.18  -1.433   -4.575    24.553
 54.19  -1.747   -4.579    23.964
 54.20  -2.030   -4.603    23.405
 54.21  -2.287   -4.651    22.874
 54.22  -2.524   -4.721    22.370
 54.23  -2.743   -4.816    21.893
 54.24  -2.951   -4.936    21.441
 54.25  -3.149   -5.080    21.015
 54.26  -3.342   -5.249    20.615
 54.27  -3.533   -5.443    20.240
 54.28  -3.724   -5.663    19.893
 54.29  -3.918   -5.908    19.573
 54.30  -4.117   -6.179    19.283
 54.31  -4.323   -6.476    19.023
 54.32  -4.539   -6.800    18.796
 54.33  -4.765   -7.150    18.603
 54.34  -5.003   -7.526    18.448
 54.35  -5.255   -7.928    18.332
 54.36  -5.523   -8.357    18.260
 54.37  -5.806   -8.812    18.235
 54.38  -6.107   -9.290    18.260
 54.39  -6.425   -9.792    18.341
 54.40  -6.762  -10.315    18.481
 54.41  -7.117  -10.856    18.685
 54.42  -7.491  -11.410    18.960
 54.43  -7.883  -11.973    19.309
 54.44  -8.292  -12.538    19.738
 54.45  -8.717  -13.098    20.251
 54.46  -9.155  -13.643    20.853
 54.47  -9.603  -14.160    21.545
 54.48 -10.059  -14.639    22.331
 54.49 -10.517  -15.063    23.208
 54.50 -10.972  -15.416    24.173
 54.51 -11.416  -15.682    25.220
 54.52 -11.843  -15.842    26.338
 54.53 -12.243  -15.881    27.511
 54.54 -12.606  -15.782    28.722
 54.55 -12.924  -15.533    29.946
 54.56 -13.185  -15.126    31.154
 54.57 -13.379  -14.559    32.318
 54.58 -13.497  -13.836    33.404
 54.59 -13.531  -12.968    34.381
 54.60 -13.475  -11.975    35.219
 54.61 -13.325  -10.882    35.893
 54.62 -13.080   -9.722    36.386
 54.63 -12.744   -8.528    36.687
 54.64 -12.323   -7.335    36.796
 54.65 -11.824   -6.178    36.718
 54.66 -11.259   -5.086    36.470
 54.67 -10.642   -4.081    36.070
 54.68  -9.986   -3.181    35.542
 54.69  -9.306   -2.396    34.912
 54.70  -8.615   -1.729    34.204
 54.71  -7.926   -1.177    33.441
 54.72  -7.251   -0.734    32.643
 54.73  -6.600   -0.390    31.825
 54.74  -5.979   -0.134    31.002
 54.75  -5.394    0.047    30.184
 54.76  -4.850    0.164    29.376
 54.77  -4.349    0.229    28.585
 54.78  -3.891    0.252    27.813
 54.79  -3.477    0.243    27.061
 54.80  -3.105    0.207    26.331
 54.81  -2.773    0.154    25.623
 54.82  -2.481    0.086    24.935
 54.83  -2.224    0.009    24.268
 54.84  -2.001   -0.074    23.621
 54.85  -1.808   -0.161    22.992
 54.86  -1.643   -0.250    22.382
 54.87  -1.504   -0.340    21.789
 54.88  -1.388   -0.430    21.213
 54.89  -1.292   -0.519    20.654
 54.90  -1.214   -0.609    20.110
 54.91  -1.154   -0.699    19.581
 54.92  -1.108   -0.789    19.067
 54.93  -1.076   -0.880    18.567
 54.94  -1.057   -0.973    18.081
 54.95  -1.048   -1.068    17.609
 54.96  -1.050   -1.166    17.151
 54.97  -1.062   -1.269    16.706
 54.98  -1.083   -1.376    16.274
 54.99  -1.112   -1.489    15.855
 55.00  -1.150   -1.609    15.449
 55.01  -1.196   -1.737    15.055
 55.02  -1.250   -1.875    14.674
 55.03  -1.312   -2.023    14.307
 55.04  -1.383   -2.182    13.952
 55.05  -1.463   -2.355    13.610
 55.06  -1.552   -2.542    13.281
 55.07  -1.651   -2.745    12.966
 55.08  -1.761   -2.965    12.666
 55.09  -1.881   -3.206    12.380
 55.10  -2.014   -3.468    12.111
 55.11  -2.159   -3.753    11.858
 55.12  -2.318   -4.064    11.622
 55.13  -2.493   -4.403    11.407
 55.14  -2.684   -4.772    11.212
 55.15  -2.893   -5.175    11.041
 55.16  -3.121   -5.614    10.897
 55.17  -3.370   -6.092    10.781
 55.18  -3.642   -6.611    10.699
 55.19  -3.939   -7.175    10.655
 55.20  -4.263   -7.787    10.653
 55.21  -4.615   -8.448    10.701
 55.22  -4.999   -9.162    10.805
 55.23  -5.415   -9.930    10.975
 55.24  -5.866  -10.753    11.220
 55.25  -6.355  -11.630    11.552
 55.26  -6.883  -12.559    11.983
 55.27  -7.450  -13.535    12.528
 55.28  -8.059  -14.553    13.202
 55.29  -8.708  -15.600    14.023
 55.30  -9.397  -16.661    15.007
 55.31 -10.124  -17.715    16.173
 55.32 -10.883  -18.735    17.535
 55.33 -11.668  -19.687    19.106
 55.34 -12.470  -20.528    20.894
 55.35 -13.276  -21.209    22.896
 55.36 -14.069  -21.674    25.101
 55.37 -14.829  -21.865    27.481
 55.38 -15.533  -21.723    29.991
 55.39 -16.152  -21.197    32.566
 55.40 -16.657  -20.248    35.121
 55.41 -17.016  -18.859    37.557
 55.42 -17.200  -17.044    39.764
 55.43 -17.184  -14.850    41.636
 55.44 -16.951  -12.359    43.077
 55.45 -16.492   -9.679    44.023
 55.46 -15.811   -6.940    44.446
 55.47 -14.923   -4.270    44.358
 55.48 -13.858   -1.787    43.812
 55.49 -12.651    0.423    42.891
 55.50 -11.344    2.302    41.694
 55.51  -9.979    3.833    40.321
 55.52  -8.598    5.024    38.863
 55.53  -7.236    5.908    37.395
 55.54  -5.921    6.528    35.971
 55.55  -4.676    6.935    34.625
 55.56  -3.515    7.176    33.377
 55.57  -2.446    7.293    32.235
 55.58  -1.472    7.323    31.197
 55.59  -0.593    7.297    30.257
 55.60   0.196    7.238    29.407
 55.61   0.900    7.163    28.637
 55.62   1.527    7.085    27.938
 55.63   2.082    7.015    27.301
 55.64   2.576    6.960    26.719
 55.65   3.014    6.923    26.186
 55.66   3.405    6.909    25.696
 55.67   3.755    6.918    25.246
 55.68   4.072    6.952    24.833
 55.69   4.360    7.012    24.454
 55.70   4.625    7.096    24.107
 55.71   4.872    7.205    23.793
 55.72   5.105    7.338    23.509
 55.73   5.329    7.494    23.257
 55.74   5.545    7.672    23.036
 55.75   5.758    7.870    22.847
 55.76   5.969    8.088    22.691
 55.77   6.181    8.324    22.569
 55.78   6.395    8.577    22.481
 55.79   6.613    8.844    22.430
 55.80   6.837    9.124    22.417
 55.81   7.065    9.414    22.443
 55.82   7.300    9.713    22.510
 55.83   7.541   10.016    22.619
 55.84   7.789   10.322    22.771
 55.85   8.042   10.626    22.968
 55.86   8.301   10.925    23.210
 55.87   8.563   11.213    23.498
 55.88   8.828   11.486    23.831
 55.89   9.094   11.740    24.210
 55.90   9.358   11.967    24.632
 55.91   9.619   12.162    25.095
 55.92   9.874   12.320    25.595
 55.93  10.118   12.435    26.129
 55.94  10.350   12.499    26.691
 55.95  10.565   12.510    27.273
 55.96  10.759   12.462    27.867
 55.97  10.930   12.351    28.465
 55.98  11.072   12.177    29.056
 55.99  11.182   11.938    29.629
 56.00  11.258   11.637    30.174
 56.01  11.296   11.276    30.679
 56.02  11.294   10.860    31.135
 56.03  11.250   10.398    31.531
 56.04  11.165    9.896    31.860
 56.05  11.038    9.367    32.116
 56.06  10.871    8.819    32.293
 56.07  10.666    8.264    32.391
 56.08  10.426    7.713    32.408
 56.09  10.154    7.176    32.348
 56.10   9.857    6.663    32.214
 56.11   9.537    6.181    32.012
 56.12   9.202    5.736    31.748
 56.13   8.855    5.334    31.429
 56.14   8.503    4.977    31.063
 56.15   8.150    4.667    30.658
 56.16   7.802    4.404    30.221
 56.17   7.462    4.186    29.758
 56.18   7.135    4.013    29.277
 56.19   6.822    3.882    28.783
 56.20   6.528    3.790    28.280
 56.21   6.255    3.734    27.773
 56.22   6.002    3.710    27.266
 56.23   5.773    3.717    26.762
 56.24   5.568    3.752    26.263
 56.25   5.386    3.811    25.771
 56.26   5.229    3.893    25.289
 56.27   5.095    3.996    24.819
 56.28   4.985    4.118    24.360
 56.29   4.898    4.258    23.916
 56.30   4.834    4.415    23.487
 56.31   4.792    4.589    23.074
 56.32   4.772    4.780    22.679
 56.33   4.773    4.986    22.302
 56.34   4.794    5.208    21.945
 56.35   4.835    5.446    21.610
 56.36   4.897    5.701    21.297
 56.37   4.977    5.972    21.008
 56.38   5.076    6.260    20.745
 56.39   5.195    6.566    20.510
 56.40   5.332    6.889    20.304
 56.41   5.488    7.231    20.130
 56.42   5.662    7.590    19.990
 56.43   5.855    7.968    19.886
 56.44   6.066    8.363    19.822
 56.45   6.296    8.776    19.801
 56.46   6.544    9.204    19.826
 56.47   6.810    9.647    19.899
 56.48   7.094   10.102    20.026
 56.49   7.394   10.567    20.208
 56.50   7.712   11.037    20.451
 56.51   8.044   11.509    20.756
 56.52   8.391   11.977    21.129
 56.53   8.749   12.434    21.570
 56.54   9.118   12.872    22.083
 56.55   9.493   13.283    22.668
 56.56   9.872   13.656    23.324
 56.57  10.250   13.981    24.050
 56.58  10.624   14.246    24.842
 56.59  10.986   14.439    25.693
 56.60  11.331   14.548    26.594
 56.61  11.653   14.562    27.533
 56.62  11.944   14.471    28.496
 56.63  12.196   14.267    29.464
 56.64  12.403   13.945    30.419
 56.65  12.558   13.506    31.337
 56.66  12.652   12.952    32.198
 56.67  12.682   12.291    32.978
 56.68  12.643   11.537    33.657
 56.69  12.533   10.706    34.218
 56.70  12.350    9.820    34.648
 56.71  12.097    8.901    34.936
 56.72  11.777    7.973    35.082
 56.73  11.397    7.059    35.085
 56.74  10.963    6.181    34.954
 56.75  10.485    5.357    34.699
 56.76   9.972    4.601    34.336
 56.77   9.435    3.923    33.879
 56.78   8.884    3.329    33.346
 56.79   8.328    2.821    32.752
 56.80   7.778    2.397    32.114
 56.81   7.239    2.053    31.444
 56.82   6.721    1.783    30.754
 56.83   6.227    1.580    30.054
 56.84   5.762    1.436    29.351
 56.85   5.330    1.344    28.651
 56.86   4.931    1.296    27.958
 56.87   4.568    1.285    27.277
 56.88   4.239    1.305    26.608
 56.89   3.946    1.351    25.954
 56.90   3.687    1.419    25.315
 56.91   3.460    1.503    24.692
 56.92   3.264    1.603    24.086
 56.93   3.098    1.715    23.496
 56.94   2.960    1.837    22.922
 56.95   2.847    1.969    22.365
 56.96   2.760    2.110    21.825
 56.97   2.695    2.259    21.301
 56.98   2.651    2.417    20.794
 56.99   2.628    2.584    20.304
 57.00   2.623    2.760    19.830
 57.01   2.637    2.947    19.374
 57.02   2.668    3.145    18.935
 57.03   2.716    3.355    18.514
 57.04   2.780    3.579    18.111
 57.05   2.860    3.818    17.728
 57.06   2.955    4.074    17.364
 57.07   3.067    4.348    17.022
 57.08   3.195    4.641    16.701
