# time   X(t)     Y(t)      Z(t) 
 28.58  -2.697   -4.756    11.791
 28.59  -2.903   -5.146    11.605
 28.60  -3.127   -5.570    11.445
 28.61  -3.371   -6.032    11.314
 28.62  -3.637   -6.534    11.216
 28.63  -3.927   -7.079    11.154
 28.64  -4.242   -7.670    11.135
 28.65  -4.585   -8.309    11.163
 28.66  -4.957   -8.998    11.246
 28.67  -5.361   -9.738    11.393
 28.68  -5.799  -10.531    11.611
 28.69  -6.272  -11.376    11.912
 28.70  -6.783  -12.272    12.308
 28.71  -7.332  -13.213    12.812
 28.72  -7.920  -14.195    13.439
 28.73  -8.547  -15.206    14.205
 28.74  -9.213  -16.233    15.126
 28.75  -9.915  -17.257    16.218
 28.76 -10.649  -18.252    17.497
 28.77 -11.410  -19.188    18.974
 28.78 -12.188  -20.026    20.657
 28.79 -12.971  -20.721    22.547
 28.80 -13.746  -21.221    24.634
 28.81 -14.494  -21.472    26.894
 28.82 -15.192  -21.417    29.289
 28.83 -15.814  -21.007    31.761
 28.84 -16.334  -20.202    34.237
 28.85 -16.720  -18.982    36.623
 28.86 -16.947  -17.350    38.821
 28.87 -16.987  -15.343    40.726
 28.88 -16.823  -13.028    42.246
 28.89 -16.443  -10.501    43.311
 28.90 -15.849   -7.878    43.883
 28.91 -15.052   -5.282    43.961
 28.92 -14.075   -2.827    43.584
 28.93 -12.950   -0.605    42.820
 28.94 -11.716    1.320    41.756
 28.95 -10.412    2.918    40.488
 28.96  -9.079    4.189    39.104
 28.97  -7.752    5.156    37.681
 28.98  -6.461    5.855    36.277
 28.99  -5.230    6.331    34.931
 29.00  -4.074    6.630    33.669
 29.01  -3.003    6.795    32.501
 29.02  -2.024    6.862    31.430
 29.03  -1.135    6.863    30.453
 29.04  -0.335    6.822    29.563
 29.05   0.380    6.759    28.752
 29.06   1.018    6.688    28.011
 29.07   1.585    6.621    27.332
 29.08   2.089    6.566    26.708
 29.09   2.537    6.527    26.133
 29.10   2.936    6.509    25.602
 29.11   3.293    6.514    25.110
 29.12   3.615    6.545    24.655
 29.13   3.908    6.600    24.234
 29.14   4.177    6.681    23.846
 29.15   4.428    6.788    23.489
 29.16   4.664    6.920    23.163
 29.17   4.889    7.076    22.868
 29.18   5.108    7.256    22.604
 29.19   5.323    7.459    22.372
 29.20   5.536    7.684    22.173
 29.21   5.751    7.930    22.007
 29.22   5.969    8.195    21.876
 29.23   6.192    8.479    21.782
 29.24   6.420    8.779    21.726
 29.25   6.656    9.094    21.710
 29.26   6.900    9.422    21.737
 29.27   7.152    9.760    21.807
 29.28   7.413   10.105    21.924
 29.29   7.682   10.455    22.088
 29.30   7.960   10.804    22.302
 29.31   8.244   11.150    22.568
 29.32   8.535   11.486    22.885
 29.33   8.830   11.808    23.255
 29.34   9.128   12.109    23.678
 29.35   9.426   12.382    24.151
 29.36   9.721   12.621    24.674
 29.37  10.011   12.818    25.243
 29.38  10.292   12.966    25.853
 29.39  10.559   13.057    26.499
 29.40  10.809   13.085    27.171
 29.41  11.037   13.044    27.861
 29.42  11.237   12.929    28.557
 29.43  11.407   12.737    29.249
 29.44  11.540   12.467    29.921
 29.45  11.632   12.121    30.562
 29.46  11.681   11.702    31.157
 29.47  11.683   11.216    31.693
 29.48  11.637   10.672    32.158
 29.49  11.540   10.082    32.543
 29.50  11.394    9.456    32.838
 29.51  11.200    8.811    33.040
 29.52  10.961    8.158    33.146
 29.53  10.681    7.512    33.156
 29.54  10.364    6.886    33.075
 29.55  10.016    6.292    32.906
 29.56   9.644    5.737    32.659
 29.57   9.253    5.231    32.341
 29.58   8.851    4.777    31.963
 29.59   8.444    4.378    31.533
 29.60   8.037    4.036    31.062
 29.61   7.637    3.749    30.558
 29.62   7.248    3.517    30.030
 29.63   6.875    3.334    29.484
 29.64   6.521    3.199    28.927
 29.65   6.189    3.107    28.364
 29.66   5.881    3.053    27.800
 29.67   5.598    3.034    27.238
 29.68   5.341    3.047    26.682
 29.69   5.112    3.086    26.133
 29.70   4.909    3.151    25.594
 29.71   4.734    3.238    25.066
 29.72   4.584    3.344    24.551
 29.73   4.460    3.469    24.049
 29.74   4.361    3.610    23.563
 29.75   4.286    3.768    23.092
 29.76   4.234    3.940    22.638
 29.77   4.205    4.128    22.201
 29.78   4.197    4.331    21.782
 29.79   4.210    4.548    21.383
 29.80   4.244    4.781    21.004
 29.81   4.298    5.031    20.647
 29.82   4.371    5.296    20.313
 29.83   4.464    5.579    20.003
 29.84   4.575    5.880    19.718
 29.85   4.706    6.201    19.462
 29.86   4.855    6.540    19.234
 29.87   5.024    6.901    19.039
 29.88   5.211    7.282    18.878
 29.89   5.418    7.684    18.754
 29.90   5.645    8.108    18.670
 29.91   5.891    8.554    18.630
 29.92   6.158    9.021    18.637
 29.93   6.444    9.507    18.696
 29.94   6.750   10.011    18.810
 29.95   7.076   10.532    18.984
 29.96   7.422   11.064    19.223
 29.97   7.786   11.605    19.532
 29.98   8.168   12.148    19.914
 29.99   8.566   12.687    20.376
 30.00   8.978   13.214    20.919
 30.01   9.402   13.717    21.547
 30.02   9.833   14.187    22.263
 30.03  10.269   14.609    23.064
 30.04  10.703   14.970    23.949
 30.05  11.129   15.254    24.912
 30.06  11.542   15.445    25.946
 30.07  11.932   15.527    27.036
 30.08  12.292   15.487    28.168
 30.09  12.611   15.311    29.321
 30.10  12.881   14.992    30.470
 30.11  13.092   14.524    31.588
 30.12  13.235   13.909    32.647
 30.13  13.303   13.155    33.618
 30.14  13.288   12.276    34.471
 30.15  13.187   11.293    35.183
 30.16  12.997   10.233    35.734
 30.17  12.721    9.125    36.111
 30.18  12.361    8.002    36.309
 30.19  11.925    6.895    36.330
 30.20  11.422    5.833    36.183
 30.21  10.863    4.840    35.885
 30.22  10.261    3.935    35.454
 30.23   9.628    3.131    34.912
 30.24   8.979    2.434    34.282
 30.25   8.324    1.845    33.587
 30.26   7.676    1.362    32.845
 30.27   7.045    0.976    32.073
 30.28   6.438    0.680    31.287
 30.29   5.862    0.461    30.496
 30.30   5.322    0.310    29.710
 30.31   4.821    0.216    28.934
 30.32   4.360    0.169    28.173
 30.33   3.941    0.160    27.429
 30.34   3.563    0.181    26.704
 30.35   3.225    0.225    25.998
 30.36   2.925    0.287    25.312
 30.37   2.661    0.363    24.646
 30.38   2.431    0.449    23.998
 30.39   2.233    0.541    23.369
 30.40   2.064    0.639    22.758
 30.41   1.921    0.741    22.164
 30.42   1.803    0.846    21.588
 30.43   1.708    0.953    21.027
 30.44   1.632    1.063    20.483
 30.45   1.575    1.175    19.954
 30.46   1.535    1.290    19.440
 30.47   1.511    1.408    18.942
 30.48   1.500    1.531    18.458
 30.49   1.503    1.659    17.989
 30.50   1.519    1.793    17.534
 30.51   1.546    1.934    17.094
 30.52   1.585    2.083    16.668
 30.53   1.635    2.242    16.256
 30.54   1.696    2.412    15.859
 30.55   1.767    2.593    15.477
 30.56   1.850    2.789    15.110
 30.57   1.944    2.999    14.759
 30.58   2.049    3.227    14.424
 30.59   2.167    3.473    14.105
 30.60   2.298    3.739    13.804
 30.61   2.442    4.028    13.522
 30.62   2.600    4.341    13.260
 30.63   2.774    4.681    13.019
 30.64   2.965    5.050    12.802
 30.65   3.174    5.450    12.610
 30.66   3.401    5.884    12.447
 30.67   3.649    6.354    12.315
 30.68   3.920    6.863    12.219
 30.69   4.214    7.413    12.162
 30.70   4.534    8.006    12.150
 30.71   4.881    8.645    12.189
 30.72   5.258    9.330    12.286
 30.73   5.665   10.063    12.449
 30.74   6.105   10.843    12.687
 30.75   6.578   11.670    13.010
 30.76   7.088   12.539    13.431
 30.77   7.633   13.446    13.962
 30.78   8.214   14.383    14.616
 30.79   8.831   15.339    15.407
 30.80   9.482   16.297    16.351
 30.81  10.163   17.239    17.460
 30.82  10.871   18.138    18.747
 30.83  11.598   18.962    20.218
 30.84  12.334   19.675    21.878
 30.85  13.068   20.233    23.722
 30.86  13.785   20.590    25.733
 30.87  14.465   20.697    27.885
 30.88  15.088   20.506    30.136
 30.89  15.630   19.979    32.426
 30.90  16.065   19.087    34.684
 30.91  16.367   17.823    36.826
 30.92  16.513   16.200    38.761
 30.93  16.482   14.261    40.402
 30.94  16.260   12.074    41.675
 30.95  15.841    9.730    42.527
 30.96  15.230    7.332    42.934
 30.97  14.440    4.984    42.906
 30.98  13.494    2.782    42.482
 30.99  12.423    0.800    41.724
 31.00  11.261   -0.913    40.711
 31.01  10.043   -2.336    39.522
 31.02   8.806   -3.470    38.234
 31.03   7.578   -4.336    36.909
 31.04   6.387   -4.968    35.596
 31.05   5.251   -5.403    34.329
 31.06   4.186   -5.681    33.130
 31.07   3.199   -5.839    32.009
 31.08   2.295   -5.909    30.969
 31.09   1.475   -5.918    30.007
 31.10   0.735   -5.889    29.120
 31.11   0.073   -5.838    28.300
 31.12  -0.518   -5.780    27.541
 31.13  -1.044   -5.724    26.836
 31.14  -1.512   -5.679    26.181
 31.15  -1.929   -5.650    25.568
 31.16  -2.301   -5.641    24.995
 31.17  -2.635   -5.653    24.459
 31.18  -2.937   -5.690    23.955
 31.19  -3.212   -5.752    23.484
 31.20  -3.466   -5.839    23.042
 31.21  -3.703   -5.953    22.630
 31.22  -3.928   -6.092    22.247
 31.23  -4.145   -6.257    21.893
 31.24  -4.356   -6.448    21.569
 31.25  -4.565   -6.664    21.275
 31.26  -4.775   -6.904    21.011
 31.27  -4.988   -7.169    20.781
 31.28  -5.206   -7.457    20.584
 31.29  -5.431   -7.769    20.424
 31.30  -5.665   -8.102    20.301
 31.31  -5.909   -8.457    20.218
 31.32  -6.163   -8.833    20.179
 31.33  -6.430   -9.226    20.185
 31.34  -6.710   -9.637    20.240
 31.35  -7.003  -10.061    20.347
 31.36  -7.308  -10.496    20.509
 31.37  -7.627  -10.939    20.729
 31.38  -7.958  -11.384    21.011
 31.39  -8.301  -11.826    21.357
 31.40  -8.653  -12.259    21.769
 31.41  -9.014  -12.676    22.249
 31.42  -9.380  -13.068    22.798
 31.43  -9.749  -13.425    23.416
 31.44 -10.117  -13.738    24.101
 31.45 -10.479  -13.995    24.848
 31.46 -10.830  -14.185    25.652
 31.47 -11.166  -14.298    26.504
 31.48 -11.479  -14.322    27.394
 31.49 -11.763  -14.248    28.307
 31.50 -12.012  -14.069    29.228
 31.51 -12.218  -13.781    30.139
 31.52 -12.374  -13.382    31.019
 31.53 -12.475  -12.875    31.847
 31.54 -12.515  -12.266    32.604
 31.55 -12.490  -11.567    33.270
 31.56 -12.398  -10.793    33.827
 31.57 -12.237   -9.963    34.263
 31.58 -12.010   -9.097    34.569
 31.59 -11.718   -8.217    34.740
 31.60 -11.368   -7.345    34.776
 31.61 -10.966   -6.501    34.684
 31.62 -10.519   -5.703    34.472
 31.63 -10.038   -4.965    34.152
 31.64  -9.531   -4.298    33.740
 31.65  -9.007   -3.708    33.250
 31.66  -8.477   -3.198    32.697
 31.67  -7.950   -2.768    32.097
 31.68  -7.431   -2.415    31.461
 31.69  -6.930   -2.133    30.801
 31.70  -6.450   -1.918    30.128
 31.71  -5.997   -1.761    29.448
 31.72  -5.573   -1.657    28.768
 31.73  -5.182   -1.598    28.094
 31.74  -4.823   -1.577    27.427
 31.75  -4.499   -1.589    26.772
 31.76  -4.208   -1.628    26.129
 31.77  -3.950   -1.690    25.501
 31.78  -3.724   -1.772    24.888
 31.79  -3.529   -1.870    24.290
 31.80  -3.363   -1.983    23.708
 31.81  -3.225   -2.107    23.143
 31.82  -3.113   -2.243    22.594
 31.83  -3.026   -2.388    22.061
 31.84  -2.962   -2.544    21.545
 31.85  -2.920   -2.710    21.046
 31.86  -2.899   -2.886    20.564
 31.87  -2.898   -3.073    20.099
 31.88  -2.916   -3.271    19.652
 31.89  -2.951   -3.482    19.223
 31.90  -3.004   -3.706    18.814
 31.91  -3.074   -3.945    18.423
 31.92  -3.161   -4.200    18.053
 31.93  -3.265   -4.472    17.705
 31.94  -3.386   -4.764    17.378
 31.95  -3.524   -5.076    17.076
 31.96  -3.679   -5.410    16.800
 31.97  -3.852   -5.768    16.551
 31.98  -4.044   -6.151    16.332
 31.99  -4.254   -6.561    16.145
 32.00  -4.485   -7.000    15.993
 32.01  -4.737   -7.469    15.881
 32.02  -5.010   -7.968    15.811
 32.03  -5.306   -8.499    15.789
 32.04  -5.625   -9.062    15.819
 32.05  -5.969   -9.656    15.907
 32.06  -6.337  -10.282    16.059
 32.07  -6.732  -10.936    16.282
 32.08  -7.152  -11.615    16.584
 32.09  -7.599  -12.316    16.973
 32.10  -8.070  -13.030    17.456
 32.11  -8.566  -13.751    18.042
 32.12  -9.085  -14.466    18.739
 32.13  -9.623  -15.163    19.553
 32.14 -10.177  -15.824    20.491
 32.15 -10.742  -16.430    21.555
 32.16 -11.311  -16.958    22.745
 32.17 -11.875  -17.383    24.057
 32.18 -12.426  -17.678    25.479
 32.19 -12.951  -17.814    26.997
 32.20 -13.437  -17.766    28.584
 32.21 -13.870  -17.510    30.209
 32.22 -14.234  -17.028    31.832
 32.23 -14.514  -16.313    33.407
 32.24 -14.694  -15.365    34.884
 32.25 -14.761  -14.200    36.211
 32.26 -14.705  -12.846    37.341
 32.27 -14.519  -11.344    38.234
 32.28 -14.201   -9.744    38.862
 32.29 -13.755   -8.104    39.209
 32.30 -13.190   -6.481    39.278
 32.31 -12.519   -4.929    39.086
 32.32 -11.760   -3.492    38.661
 32.33 -10.934   -2.203    38.040
 32.34 -10.060   -1.083    37.267
 32.35  -9.163   -0.140    36.382
 32.36  -8.260    0.629    35.425
 32.37  -7.372    1.236    34.428
 32.38  -6.511    1.698    33.419
 32.39  -5.690    2.034    32.417
 32.40  -4.918    2.265    31.437
 32.41  -4.199    2.411    30.487
 32.42  -3.538    2.491    29.573
 32.43  -2.935    2.522    28.696
 32.44  -2.390    2.517    27.857
 32.45  -1.899    2.489    27.054
 32.46  -1.460    2.446    26.285
 32.47  -1.070    2.396    25.549
 32.48  -0.723    2.346    24.842
 32.49  -0.416    2.300    24.162
 32.50  -0.144    2.261    23.508
 32.51   0.096    2.232    22.878
 32.52   0.310    2.214    22.270
 32.53   0.500    2.210    21.683
 32.54   0.671    2.219    21.116
 32.55   0.826    2.243    20.568
 32.56   0.968    2.282    20.038
 32.57   1.099    2.337    19.526
 32.58   1.223    2.406    19.031
 32.59   1.341    2.492    18.553
 32.60   1.456    2.594    18.091
 32.61   1.570    2.712    17.647
 32.62   1.684    2.848    17.219
 32.63   1.801    3.001    16.807
 32.64   1.921    3.172    16.413
 32.65   2.046    3.363    16.037
 32.66   2.178    3.574    15.678
 32.67   2.317    3.807    15.337
 32.68   2.466    4.062    15.017
 32.69   2.626    4.342    14.716
 32.70   2.797    4.647    14.438
 32.71   2.982    4.980    14.183
 32.72   3.182    5.342    13.953
 32.73   3.398    5.736    13.751
 32.74   3.632    6.163    13.579
 32.75   3.885    6.625    13.441
 32.76   4.159    7.124    13.340
 32.77   4.456    7.663    13.281
 32.78   4.776    8.242    13.268
 32.79   5.123    8.863    13.308
 32.80   5.497    9.527    13.407
 32.81   5.900   10.234    13.573
 32.82   6.333   10.983    13.815
 32.83   6.798   11.771    14.142
 32.84   7.296   12.596    14.565
 32.85   7.826   13.450    15.096
 32.86   8.388   14.325    15.746
 32.87   8.982   15.210    16.527
 32.88   9.605   16.088    17.453
 32.89  10.253   16.940    18.533
 32.90  10.922   17.742    19.775
 32.91  11.604   18.463    21.186
 32.92  12.290   19.069    22.763
 32.93  12.967   19.522    24.499
 32.94  13.623   19.780    26.378
 32.95  14.239   19.803    28.369
 32.96  14.795   19.553    30.432
 32.97  15.271   18.998    32.513
 32.98  15.644   18.118    34.547
 32.99  15.891   16.913    36.461
 33.00  15.993   15.399    38.176
 33.01  15.934   13.618    39.621
 33.02  15.702   11.630    40.734
 33.03  15.295    9.514    41.474
 33.04  14.717    7.358    41.823
 33.05  13.981    5.250    41.791
 33.06  13.108    3.270    41.410
 33.07  12.124    1.479    40.735
 33.08  11.060   -0.080    39.828
 33.09   9.946   -1.387    38.757
 33.10   8.812   -2.443    37.586
 33.11   7.687   -3.263    36.368
 33.12   6.592   -3.874    35.147
 33.13   5.545   -4.306    33.955
 33.14   4.560   -4.593    32.810
 33.15   3.645   -4.767    31.726
 33.16   2.804   -4.855    30.706
 33.17   2.038   -4.882    29.751
 33.18   1.346   -4.869    28.858
 33.19   0.724   -4.832    28.023
 33.20   0.169   -4.784    27.241
 33.21  -0.327   -4.735    26.507
 33.22  -0.767   -4.692    25.815
 33.23  -1.160   -4.662    25.163
 33.24  -1.510   -4.648    24.546
 33.25  -1.824   -4.654    23.961
 33.26  -2.107   -4.681    23.407
 33.27  -2.364   -4.731    22.882
 33.28  -2.601   -4.805    22.384
 33.29  -2.821   -4.903    21.912
 33.30  -3.030   -5.026    21.466
 33.31  -3.229   -5.173    21.045
 33.32  -3.424   -5.346    20.651
 33.33  -3.616   -5.544    20.284
 33.34  -3.809   -5.768    19.943
 33.35  -4.005   -6.017    19.631
 33.36  -4.206   -6.292    19.349
 33.37  -4.414   -6.593    19.097
 33.38  -4.632   -6.920    18.879
 33.39  -4.861   -7.273    18.696
 33.40  -5.102   -7.653    18.551
 33.41  -5.357   -8.058    18.447
 33.42  -5.627   -8.490    18.387
 33.43  -5.914   -8.946    18.374
 33.44  -6.217   -9.426    18.413
 33.45  -6.538   -9.927    18.508
 33.46  -6.877  -10.449    18.664
 33.47  -7.234  -10.986    18.884
 33.48  -7.609  -11.536    19.176
 33.49  -8.002  -12.092    19.542
 33.50  -8.411  -12.648    19.988
 33.51  -8.834  -13.195    20.519
 33.52  -9.271  -13.724    21.138
 33.53  -9.716  -14.223    21.846
 33.54 -10.167  -14.679    22.646
 33.55 -10.618  -15.076    23.534
 33.56 -11.064  -15.400    24.507
 33.57 -11.497  -15.632    25.557
 33.58 -11.911  -15.757    26.673
 33.59 -12.295  -15.757    27.839
 33.60 -12.641  -15.619    29.034
 33.61 -12.939  -15.332    30.234
 33.62 -13.179  -14.890    31.411
 33.63 -13.350  -14.292    32.536
 33.64 -13.444  -13.543    33.576
 33.65 -13.454  -12.658    34.502
 33.66 -13.374  -11.657    35.285
 33.67 -13.202  -10.566    35.903
 33.68 -12.939   -9.417    36.340
 33.69 -12.587   -8.244    36.590
 33.70 -12.152   -7.080    36.651
 33.71 -11.645   -5.958    36.534
 33.72 -11.076   -4.904    36.254
 33.73 -10.459   -3.941    35.830
 33.74  -9.807   -3.083    35.287
 33.75  -9.135   -2.337    34.649
 33.76  -8.455   -1.706    33.938
 33.77  -7.780   -1.187    33.177
 33.78  -7.121   -0.773    32.385
 33.79  -6.486   -0.453    31.576
 33.80  -5.883   -0.216    30.764
 33.81  -5.316   -0.051    29.956
 33.82  -4.790    0.053    29.160
 33.83  -4.305    0.108    28.380
 33.84  -3.864    0.123    27.618
 33.85  -3.465    0.107    26.877
 33.86  -3.108    0.067    26.157
 33.87  -2.790    0.009    25.457
 33.88  -2.510   -0.062    24.778
 33.89  -2.266   -0.142    24.119
 33.90  -2.053   -0.228    23.479
 33.91  -1.871   -0.319    22.857
 33.92  -1.716   -0.412    22.254
 33.93  -1.585   -0.506    21.667
 33.94  -1.477   -0.602    21.098
 33.95  -1.390   -0.698    20.544
 33.96  -1.321   -0.794    20.006
 33.97  -1.268   -0.892    19.483
 33.98  -1.230   -0.991    18.975
 33.99  -1.206   -1.092    18.481
 34.00  -1.195   -1.196    18.001
 34.01  -1.195   -1.304    17.535
 34.02  -1.206   -1.416    17.083
 34.03  -1.227   -1.533    16.645
 34.04  -1.258   -1.657    16.220
 34.05  -1.297   -1.789    15.808
 34.06  -1.347   -1.929    15.410
 34.07  -1.405   -2.079    15.025
 34.08  -1.472   -2.241    14.653
 34.09  -1.549   -2.415    14.296
 34.10  -1.636   -2.603    13.952
 34.11  -1.732   -2.807    13.622
 34.12  -1.840   -3.028    13.308
 34.13  -1.959   -3.268    13.009
 34.14  -2.090   -3.529    12.726
 34.15  -2.233   -3.813    12.460
 34.16  -2.391   -4.121    12.213
 34.17  -2.564   -4.458    11.986
 34.18  -2.754   -4.824    11.780
 34.19  -2.961   -5.222    11.599
 34.20  -3.187   -5.656    11.444
 34.21  -3.434   -6.127    11.320
 34.22  -3.703   -6.638    11.228
 34.23  -3.997   -7.193    11.174
 34.24  -4.316   -7.793    11.164
 34.25  -4.664   -8.442    11.203
 34.26  -5.042   -9.141    11.298
 34.27  -5.452   -9.892    11.457
 34.28  -5.896  -10.695    11.691
 34.29  -6.376  -11.549    12.010
 34.30  -6.893  -12.453    12.426
 34.31  -7.449  -13.402    12.953
 34.32  -8.044  -14.389    13.606
 34.33  -8.679  -15.403    14.400
 34.34  -9.351  -16.429    15.353
 34.35 -10.059  -17.448    16.480
 34.36 -10.798  -18.432    17.796
 34.37 -11.561  -19.350    19.312
 34.38 -12.340  -20.161    21.034
 34.39 -13.122  -20.819    22.961
 34.40 -13.892  -21.272    25.080
 34.41 -14.630  -21.465    27.366
 34.42 -15.313  -21.343    29.777
 34.43 -15.916  -20.857    32.251
 34.44 -16.410  -19.972    34.711
 34.45 -16.767  -18.671    37.063
 34.46 -16.957  -16.965    39.205
 34.47 -16.958  -14.895    41.036
 34.48 -16.751  -12.536    42.468
 34.49 -16.330   -9.987    43.435
 34.50 -15.696   -7.366    43.908
 34.51 -14.863   -4.796    43.893
 34.52 -13.856   -2.386    43.435
 34.53 -12.709   -0.223    42.608
 34.54 -11.460    1.635    41.500
 34.55 -10.151    3.166    40.206
 34.56  -8.819    4.373    38.812
 34.57  -7.500    5.283    37.391
 34.58  -6.222    5.935    35.998
 34.59  -5.006    6.373    34.669
 34.60  -3.868    6.643    33.425
 34.61  -2.817    6.787    32.277
 34.62  -1.857    6.839    31.225
 34.63  -0.987    6.831    30.265
 34.64  -0.205    6.785    29.391
 34.65   0.494    6.720    28.593
 34.66   1.116    6.650    27.864
 34.67   1.670    6.585    27.195
 34.68   2.161    6.532    26.580
 34.69   2.598    6.498    26.012
 34.70   2.988    6.484    25.487
 34.71   3.338    6.494    25.002
 34.72   3.653    6.530    24.552
 34.73   3.941    6.590    24.135
 34.74   4.206    6.677    23.752
 34.75   4.453    6.789    23.399
 34.76   4.687    6.926    23.077
 34.77   4.911    7.087    22.787
 34.78   5.128    7.272    22.527
 34.79   5.343    7.480    22.299
 34.80   5.556    7.710    22.104
 34.81   5.772    7.960    21.943
 34.82   5.991    8.230    21.817
 34.83   6.215    8.518    21.729
 34.84   6.445    8.823    21.679
 34.85   6.683    9.142    21.669
 34.86   6.929    9.474    21.702
 34.87   7.183    9.815    21.780
 34.88   7.446   10.164    21.904
 34.89   7.718   10.516    22.077
 34.90   7.998   10.868    22.300
 34.91   8.285   11.216    22.575
 34.92   8.578   11.553    22.902
 34.93   8.876   11.875    23.282
 34.94   9.176   12.175    23.715
 34.95   9.475   12.446    24.200
 34.96   9.773   12.682    24.734
 34.97  10.063   12.874    25.314
 34.98  10.345   13.016    25.934
 34.99  10.612   13.099    26.589
 35.00  10.860   13.118    27.270
 35.01  11.086   13.066    27.968
 35.02  11.284   12.939    28.670
 35.03  11.450   12.734    29.366
 35.04  11.578   12.450    30.041
 35.05  11.665   12.090    30.681
 35.06  11.708   11.656    31.273
 35.07  11.703   11.156    31.804
 35.08  11.648   10.599    32.261
 35.09  11.543    9.997    32.636
 35.10  11.388    9.362    32.919
 35.11  11.186    8.708    33.108
 35.12  10.938    8.050    33.199
 35.13  10.649    7.401    33.194
 35.14  10.324    6.773    33.097
 35.15   9.969    6.179    32.914
 35.16   9.590    5.628    32.652
 35.17   9.194    5.125    32.321
 35.18   8.787    4.677    31.930
 35.19   8.376    4.285    31.490
 35.20   7.967    3.950    31.009
 35.21   7.565    3.670    30.497
 35.22   7.176    3.445    29.961
 35.23   6.803    3.270    29.409
 35.24   6.449    3.141    28.848
 35.25   6.118    3.055    28.281
 35.26   5.812    3.007    27.714
 35.27   5.532    2.994    27.149
 35.28   5.278    3.011    26.591
 35.29   5.051    3.055    26.041
 35.30   4.852    3.124    25.501
 35.31   4.679    3.214    24.972
 35.32   4.532    3.323    24.457
 35.33   4.411    3.450    23.955
 35.34   4.315    3.594    23.469
 35.35   4.243    3.754    22.998
 35.36   4.194    3.929    22.544
 35.37   4.168    4.118    22.107
 35.38   4.163    4.323    21.690
 35.39   4.179    4.542    21.291
 35.40   4.215    4.777    20.913
 35.41   4.271    5.028    20.557
 35.42   4.347    5.296    20.223
 35.43   4.442    5.581    19.914
 35.44   4.556    5.884    19.631
 35.45   4.689    6.206    19.376
 35.46   4.840    6.549    19.150
 35.47   5.011    6.912    18.956
 35.48   5.201    7.296    18.797
 35.49   5.411    7.701    18.675
 35.50   5.640    8.129    18.594
 35.51   5.889    8.578    18.557
 35.52   6.158    9.048    18.567
 35.53   6.447    9.539    18.629
 35.54   6.756   10.048    18.747
 35.55   7.085   10.572    18.926
 35.56   7.434   11.109    19.170
 35.57   7.801   11.655    19.485
 35.58   8.187   12.202    19.875
 35.59   8.588   12.746    20.344
 35.60   9.004   13.276    20.896
 35.61   9.431   13.783    21.534
 35.62   9.866   14.255    22.259
 35.63  10.305   14.678    23.072
 35.64  10.742   15.039    23.970
 35.65  11.172   15.322    24.946
 35.66  11.587   15.510    25.993
 35.67  11.979   15.587    27.097
 35.68  12.340   15.540    28.241
 35.69  12.660   15.355    29.406
 35.70  12.930   15.023    30.566
 35.71  13.139   14.541    31.693
 35.72  13.279   13.911    32.758
 35.73  13.342   13.140    33.732
 35.74  13.322   12.243    34.586
 35.75  13.214   11.244    35.294
 35.76  13.017   10.167    35.839
 35.77  12.732    9.045    36.207
 35.78  12.363    7.910    36.393
 35.79  11.918    6.793    36.400
 35.80  11.406    5.724    36.239
 35.81  10.837    4.727    35.926
 35.82  10.226    3.821    35.480
 35.83   9.586    3.018    34.925
 35.84   8.929    2.324    34.283
 35.85   8.269    1.740    33.576
 35.86   7.616    1.261    32.824
 35.87   6.980    0.881    32.045
 35.88   6.370    0.590    31.252
 35.89   5.792    0.377    30.456
 35.90   5.251    0.231    29.666
 35.91   4.749    0.141    28.887
 35.92   4.288    0.098    28.123
 35.93   3.869    0.091    27.378
 35.94   3.491    0.114    26.651
 35.95   3.153    0.160    25.944
 35.96   2.854    0.224    25.257
 35.97   2.591    0.300    24.590
 35.98   2.362    0.385    23.942
 35.99   2.164    0.477    23.313
 36.00   1.996    0.574    22.702
 36.01   1.853    0.674    22.108
 36.02   1.735    0.776    21.531
 36.03   1.639    0.881    20.970
 36.04   1.564    0.987    20.425
 36.05   1.506    1.096    19.896
 36.06   1.465    1.207    19.382
 36.07   1.439    1.321    18.883
 36.08   1.427    1.439    18.398
 36.09   1.428    1.562    17.928
 36.10   1.442    1.690    17.472
 36.11   1.467    1.825    17.031
 36.12   1.502    1.967    16.603
 36.13   1.549    2.119    16.190
 36.14   1.606    2.281    15.791
 36.15   1.673    2.454    15.407
 36.16   1.751    2.640    15.037
 36.17   1.840    2.841    14.682
 36.18   1.940    3.057    14.343
 36.19   2.052    3.292    14.020
 36.20   2.176    3.546    13.714
 36.21   2.313    3.821    13.425
 36.22   2.464    4.120    13.155
 36.23   2.629    4.444    12.906
 36.24   2.811    4.797    12.679
 36.25   3.009    5.180    12.475
 36.26   3.226    5.595    12.299
 36.27   3.463    6.046    12.151
 36.28   3.722    6.534    12.037
 36.29   4.003    7.063    11.959
 36.30   4.309    7.634    11.923
 36.31   4.641    8.251    11.934
 36.32   5.002    8.914    11.998
 36.33   5.393    9.625    12.124
 36.34   5.817   10.385    12.320
 36.35   6.274   11.193    12.596
 36.36   6.765   12.048    12.962
 36.37   7.294   12.945    13.431
 36.38   7.859   13.878    14.017
 36.39   8.461   14.838    14.734
 36.40   9.098   15.812    15.597
 36.41   9.770   16.782    16.619
